,age,workclass,fnlgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
13451,18,Private,256005,HS-grad,9,Never-married,Other-service,Own-child,White,1,0,0,40,United-States,0
13452,63,Self-emp-not-inc,217715,5th-6th,3,Never-married,Sales,Not-in-family,White,0,0,0,3,United-States,0
13453,50,Private,205803,Masters,14,Married-civ-spouse,Sales,Husband,White,1,15024,0,40,United-States,1
13454,82,Self-emp-not-inc,240491,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,Cuba,0
13455,33,Private,154120,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,1,0,0,45,United-States,0
13456,37,Private,69251,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,1,0,0,40,United-States,0
13457,24,Private,333505,HS-grad,9,Married-spouse-absent,Transport-moving,Own-child,White,1,0,0,40,Peru,0
13458,31,Private,168521,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,0,0,0,50,United-States,0
13459,59,Private,193568,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,0,0,0,40,United-States,0
13460,18,Private,426895,12th,8,Never-married,Farming-fishing,Own-child,White,1,0,0,55,United-States,0
13461,47,Self-emp-not-inc,131826,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
13462,48,Private,79646,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,50,United-States,0
13463,27,Private,167031,Bachelors,13,Never-married,Prof-specialty,Unmarried,Other,0,0,0,33,United-States,0
13464,34,Private,73199,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,1,0,0,40,Philippines,0
13465,50,Private,114056,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,84,United-States,0
13466,57,Self-emp-not-inc,110417,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,75,United-States,0
13467,60,Private,33266,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States,0
13468,39,Private,154410,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,1
13469,56,?,154537,Some-college,10,Divorced,?,Unmarried,White,0,0,0,50,United-States,1
13470,18,Private,27780,HS-grad,9,Never-married,Sales,Own-child,White,0,0,0,25,United-States,0
13471,26,Private,142914,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,75,United-States,0
13472,37,Private,190987,Some-college,10,Married-civ-spouse,Sales,Wife,White,0,7298,0,40,United-States,1
13473,20,Private,314422,HS-grad,9,Never-married,Sales,Own-child,White,0,0,0,30,United-States,0
13474,29,Local-gov,273771,Masters,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,45,United-States,0
13475,30,Private,175083,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,52,United-States,0
13476,21,Private,63665,Some-college,10,Never-married,Other-service,Own-child,White,1,0,0,15,United-States,0
13477,24,Local-gov,193416,Some-college,10,Never-married,Protective-serv,Own-child,White,0,0,0,40,United-States,0
13478,51,Private,74275,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
13479,31,Private,122609,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
13480,45,Private,225456,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1977,40,United-States,1
13481,36,Local-gov,116892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
13482,29,Private,196971,Bachelors,13,Never-married,Prof-specialty,Own-child,White,0,0,0,72,United-States,0
13483,20,Private,105312,HS-grad,9,Never-married,Sales,Not-in-family,White,0,0,0,35,United-States,0
13484,46,Private,108699,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,0,0,0,60,United-States,0
13485,44,Private,171615,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,45,United-States,0
13486,39,Private,388023,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,0,0,0,38,United-States,0
13487,39,Private,181553,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,1,0,0,55,United-States,0
13488,45,Private,170850,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,44,United-States,1
13489,28,Private,187479,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,United-States,0
13490,44,Private,277720,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,35,United-States,0
13491,48,Local-gov,493862,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,1,7298,0,38,United-States,1
13492,27,Private,220754,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,70,United-States,0
13493,34,Self-emp-not-inc,209768,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
13494,35,Private,93225,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
13495,28,Federal-gov,341709,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
13496,25,Private,236242,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,0,0,0,30,United-States,0
13497,21,Private,121889,Some-college,10,Never-married,Sales,Own-child,Black,0,0,0,20,United-States,0
13498,18,Private,318190,11th,7,Never-married,Other-service,Own-child,White,1,0,0,15,United-States,0
13499,63,Self-emp-not-inc,111306,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,0,0,0,10,United-States,0
13500,18,Private,198614,11th,7,Never-married,Sales,Own-child,Black,0,0,0,8,United-States,0
13501,32,Private,193231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
13502,25,?,104614,11th,7,Never-married,?,Unmarried,White,0,0,0,40,United-States,0
13503,19,Private,172368,11th,7,Never-married,Transport-moving,Own-child,White,1,0,0,20,United-States,0
13504,23,Private,60331,Some-college,10,Never-married,Transport-moving,Not-in-family,White,1,0,0,60,United-States,0
13505,36,Private,192939,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1977,60,United-States,1
13506,43,Private,138184,HS-grad,9,Divorced,Other-service,Not-in-family,Black,0,0,1762,35,United-States,0
13507,45,Private,238567,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,England,1
13508,30,Private,208068,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,1,0,0,40,Mexico,0
13509,46,Private,181810,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,1,4064,0,40,United-States,0
13510,24,Federal-gov,283918,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,0,0,0,25,United-States,0
13511,42,Private,107276,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,0,0,2444,40,United-States,1
13512,23,Private,37783,Some-college,10,Never-married,Sales,Own-child,White,0,0,0,40,United-States,0
13513,27,Private,263552,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,1,0,0,50,United-States,0
13514,48,Private,255439,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,40,United-States,0
13515,31,Self-emp-inc,344275,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,44,United-States,0
13516,31,Private,70568,1st-4th,2,Never-married,Other-service,Other-relative,White,0,0,0,25,El-Salvador,0
13517,18,Private,127827,12th,8,Never-married,Sales,Own-child,White,0,0,0,25,United-States,0
13518,36,Private,185203,HS-grad,9,Never-married,Sales,Not-in-family,White,0,0,0,40,United-States,0
13519,58,Private,123436,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,7688,0,50,United-States,1
13520,51,Self-emp-not-inc,136322,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,1579,40,United-States,0
13521,22,Private,187052,HS-grad,9,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
13522,72,Private,177769,10th,6,Married-civ-spouse,Sales,Husband,White,1,0,0,15,United-States,0
13523,61,Private,68268,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,55,United-States,0
13524,42,Private,424855,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,3908,0,40,United-States,0
13525,30,Self-emp-inc,153549,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,1
13526,40,Private,271393,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
13527,20,Private,198148,HS-grad,9,Never-married,Adm-clerical,Own-child,White,1,0,0,40,United-States,0
13528,65,Private,469602,Bachelors,13,Married-civ-spouse,Sales,Husband,White,1,0,0,15,United-States,0
13529,36,Private,163290,Some-college,10,Divorced,Sales,Unmarried,White,0,0,0,40,United-States,0
13530,37,Private,295949,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,40,United-States,0
13531,33,Self-emp-not-inc,125279,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,60,United-States,0
13532,64,Local-gov,182866,HS-grad,9,Widowed,Other-service,Unmarried,White,0,0,0,40,United-States,0
13533,61,Self-emp-not-inc,111563,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,20,United-States,1
13534,38,Private,34173,Bachelors,13,Never-married,Sales,Unmarried,White,0,0,0,45,United-States,0
13535,27,Private,183627,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1977,50,United-States,1
13536,24,Private,197757,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,0,0,0,40,Philippines,0
13537,39,Private,98941,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,1
13538,44,Private,205474,Bachelors,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,1
13539,47,Private,206659,Some-college,10,Divorced,Adm-clerical,Other-relative,White,0,0,0,40,United-States,0
13540,73,?,191394,Prof-school,15,Married-civ-spouse,?,Husband,White,1,0,0,40,United-States,0
13541,66,Private,244661,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,1,0,0,40,Philippines,0
13542,53,Private,47396,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,50,United-States,1
13543,43,State-gov,270721,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,United-States,1
13544,57,State-gov,32694,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,1
13545,44,Private,171256,Assoc-acdm,12,Divorced,Machine-op-inspct,Own-child,White,0,0,0,45,United-States,0
13546,59,Private,169982,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2002,50,United-States,0
13547,52,Self-emp-not-inc,217210,HS-grad,9,Widowed,Other-service,Other-relative,Black,0,0,0,40,United-States,0
13548,46,Private,218329,Some-college,10,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States,0
13549,20,Private,386643,Some-college,10,Never-married,Other-service,Own-child,White,0,0,0,40,United-States,0
13550,37,Federal-gov,125933,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,1
13551,41,Self-emp-not-inc,155767,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,0
13552,39,Federal-gov,432555,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,1,0,1628,40,United-States,0
13553,30,Private,54929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,55,United-States,0
13554,59,Private,162136,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,1,0,0,56,United-States,0
13555,22,Private,256504,Bachelors,13,Never-married,Adm-clerical,Own-child,White,0,0,0,40,United-States,0
13556,40,Private,162098,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,30,United-States,0
13557,39,Self-emp-not-inc,103110,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,0
13558,24,Private,227610,10th,6,Divorced,Handlers-cleaners,Unmarried,White,0,0,0,58,United-States,0
13559,63,Private,176696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,1
13560,51,Private,220019,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
13561,34,Self-emp-inc,242984,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,50,United-States,0
13562,38,Private,187847,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,1
13563,17,Private,132636,11th,7,Never-married,Sales,Own-child,White,0,0,0,15,United-States,0
13564,20,Private,108887,Some-college,10,Never-married,Adm-clerical,Own-child,White,0,0,0,25,United-States,0
13565,42,Self-emp-not-inc,195897,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
13566,41,Private,112181,Bachelors,13,Married-civ-spouse,Sales,Wife,White,0,0,0,12,United-States,1
13567,56,Local-gov,391926,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
13568,17,Private,195505,10th,6,Never-married,Sales,Own-child,White,1,0,0,5,United-States,0
13569,31,Private,43819,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,0,7688,0,43,United-States,1
13570,23,Private,145389,Some-college,10,Married-civ-spouse,Sales,Wife,White,0,0,0,40,United-States,0
13571,33,?,186824,Some-college,10,Never-married,?,Own-child,White,1,0,0,40,United-States,0
13572,36,Local-gov,101833,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,0
13573,52,Private,99602,HS-grad,9,Separated,Craft-repair,Own-child,Black,0,0,0,40,United-States,0
13574,28,Private,213276,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,0
13575,30,Private,176123,10th,6,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,1,0,0,40,Vietnam,0
13576,32,Private,38797,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
13577,30,Private,101859,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,1,0,0,50,United-States,0
13578,53,Private,87158,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,1,0,0,40,United-States,0
13579,54,Self-emp-not-inc,205066,10th,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,36,United-States,0
13580,31,Private,87950,Assoc-voc,11,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,0,0,0,40,United-States,0
13581,34,Private,150154,HS-grad,9,Never-married,Adm-clerical,Own-child,White,1,0,0,40,United-States,0
13582,58,Private,142076,HS-grad,9,Divorced,Tech-support,Not-in-family,White,1,4787,0,39,United-States,1
13583,30,State-gov,112139,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States,0
13584,53,Private,149217,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,Puerto-Rico,0
13585,27,Private,189974,Some-college,10,Divorced,Adm-clerical,Own-child,White,0,0,0,20,United-States,0
13586,23,Private,109199,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,Mexico,0
13587,24,Private,190290,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States,0
13588,36,Private,189404,Bachelors,13,Married-civ-spouse,Sales,Husband,White,1,0,1977,35,United-States,1
13589,33,Federal-gov,428271,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,0,0,0,35,United-States,0
13590,22,State-gov,134192,Some-college,10,Never-married,Tech-support,Own-child,White,0,0,0,10,United-States,0
13591,47,Private,168211,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,44,United-States,0
13592,34,Private,277314,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,1,0,1902,50,United-States,1
13593,44,Federal-gov,316120,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,1,0,0,40,United-States,1
13594,41,Private,107276,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,0,0,0,45,United-States,0
13595,45,?,112453,HS-grad,9,Separated,?,Not-in-family,Asian-Pac-Islander,1,0,0,4,United-States,0
13596,24,Private,346909,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,44,Mexico,0
13597,65,?,105017,Bachelors,13,Married-civ-spouse,?,Husband,White,1,0,0,40,United-States,0
13598,45,Private,317360,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,0,0,0,50,United-States,0
13599,23,Private,189017,Bachelors,13,Never-married,Sales,Not-in-family,White,1,0,0,55,United-States,0
13600,54,Private,138179,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
13601,40,Private,299813,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,37,Dominican-Republic,0
13602,45,Private,265083,5th-6th,3,Divorced,Priv-house-serv,Unmarried,White,0,0,0,35,Mexico,0
13603,50,Private,185846,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
13604,40,Private,184655,Assoc-acdm,12,Never-married,Other-service,Other-relative,White,1,0,0,25,United-States,0
13605,24,Private,200295,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
13606,42,Private,117319,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,1672,40,United-States,0
13607,50,Private,63000,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,60,United-States,1
13608,58,Self-emp-not-inc,106942,Some-college,10,Divorced,Craft-repair,Unmarried,White,1,0,0,40,United-States,0
13609,47,Private,52795,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,46,United-States,0
13610,37,Private,51264,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,99,France,1
13611,37,Self-emp-not-inc,410919,HS-grad,9,Never-married,Craft-repair,Own-child,White,1,0,0,35,United-States,0
13612,22,Private,105592,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,1,0,0,45,United-States,0
13613,29,Self-emp-not-inc,183151,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,48,United-States,0
13614,45,Private,209912,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,0,0,40,India,1
13615,49,Self-emp-not-inc,275845,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,United-States,0
13616,44,Local-gov,241851,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,1,4386,0,40,United-States,1
13617,72,Private,89299,HS-grad,9,Divorced,Other-service,Not-in-family,White,0,0,0,16,United-States,0
13618,63,Self-emp-not-inc,106648,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,12,United-States,0
13619,26,Private,58426,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,0
13620,58,Self-emp-not-inc,121912,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,42,United-States,0
13621,40,Private,170730,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,United-States,0
13622,56,Private,257555,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
13623,55,Self-emp-not-inc,51499,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,72,United-States,0
13624,28,Private,195000,Bachelors,13,Never-married,Sales,Other-relative,White,0,0,0,45,United-States,0
13625,57,Private,108741,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,United-States,0
13626,37,Private,184964,Masters,14,Divorced,Exec-managerial,Not-in-family,White,1,0,0,45,United-States,1
13627,44,Private,156815,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
13628,31,Private,49325,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
13629,42,Private,121718,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,Germany,0
13630,18,Private,172076,Some-college,10,Never-married,Other-service,Own-child,White,0,0,0,25,United-States,0
13631,57,Self-emp-not-inc,327901,10th,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
13632,53,Local-gov,215990,Some-college,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,35,United-States,0
13633,38,Private,210866,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,44,United-States,1
13634,33,Private,322873,HS-grad,9,Divorced,Sales,Not-in-family,White,0,0,0,50,United-States,0
13635,42,Private,265698,Masters,14,Divorced,Prof-specialty,Unmarried,White,0,0,0,40,United-States,0
13636,70,?,26990,HS-grad,9,Married-civ-spouse,?,Husband,White,1,0,0,60,United-States,0
13637,50,Private,177896,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,United-States,0
13638,50,Private,189107,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
13639,28,Private,306830,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,Nicaragua,0
13640,72,Federal-gov,39110,11th,7,Divorced,Adm-clerical,Not-in-family,White,0,0,0,8,Canada,0
13641,33,Private,155475,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
13642,47,Private,135803,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,1,0,0,25,Philippines,0
13643,48,Private,117849,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,1
13644,64,Self-emp-not-inc,339321,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,24,United-States,1
13645,19,Private,318822,11th,7,Never-married,Priv-house-serv,Not-in-family,White,0,0,0,35,United-States,0
13646,48,Private,174794,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
13647,37,Private,204277,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,1848,48,United-States,1
13648,55,Private,182460,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,15024,0,35,United-States,1
13649,42,Federal-gov,91468,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
13650,43,Private,106760,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,50,Canada,1
13651,34,Private,375680,Assoc-acdm,12,Never-married,Craft-repair,Own-child,Black,0,0,0,40,United-States,0
13652,55,Self-emp-inc,222615,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,United-States,0
13653,22,Private,190968,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States,0
13654,39,Private,76767,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,60,United-States,0
13655,50,Self-emp-not-inc,203098,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,35,United-States,0
13656,47,Local-gov,162187,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,1887,40,United-States,1
13657,25,Private,242729,Bachelors,13,Never-married,Sales,Own-child,White,0,0,0,20,United-States,0
13658,52,Private,253784,11th,7,Divorced,Other-service,Unmarried,White,0,0,0,20,United-States,0
13659,30,Private,206051,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States,0
13660,37,Self-emp-not-inc,181553,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,50,United-States,0
13661,73,Self-emp-inc,80986,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,20,United-States,0
13662,50,Private,200783,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,1,0,0,60,United-States,0
13663,34,Private,42596,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States,0
13664,66,Private,205724,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,24,United-States,1
13665,22,Private,446140,HS-grad,9,Never-married,Sales,Own-child,White,1,0,0,55,United-States,0
13666,69,Local-gov,32287,10th,6,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,25,United-States,0
13667,23,Private,56774,HS-grad,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States,0
13668,35,Private,176279,Some-college,10,Widowed,Adm-clerical,Unmarried,White,0,0,0,30,United-States,0
13669,20,Private,103277,Some-college,10,Never-married,Adm-clerical,Own-child,White,0,0,0,35,United-States,0
13670,70,Self-emp-inc,225780,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,20,United-States,1
13671,54,Private,154728,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,1,7688,0,40,United-States,1
13672,34,Private,149943,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,1,0,0,40,Japan,0
13673,38,State-gov,22245,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States,1
13674,33,Private,93056,7th-8th,4,Divorced,Handlers-cleaners,Own-child,White,1,0,0,40,United-States,0
13675,43,Private,270522,HS-grad,9,Separated,Other-service,Not-in-family,White,0,0,0,26,United-States,0
13676,60,Self-emp-inc,123218,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
13677,81,Self-emp-not-inc,123959,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,0,0,1668,3,Hungary,0
13678,32,Self-emp-not-inc,103642,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,55,United-States,0
13679,34,Private,157747,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,45,United-States,0
13680,46,Self-emp-not-inc,154083,Masters,14,Never-married,Exec-managerial,Not-in-family,White,1,0,0,25,United-States,0
13681,30,State-gov,23037,Some-college,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,1,0,0,84,United-States,0
13682,23,?,226891,HS-grad,9,Never-married,?,Other-relative,Asian-Pac-Islander,0,0,0,20,South,0
13683,29,Private,50028,Some-college,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States,0
13684,51,Private,138251,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,60,United-States,0
13685,31,Private,369825,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,White,1,0,0,25,United-States,0
13686,36,Federal-gov,44364,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,0,0,0,36,United-States,0
13687,23,Private,230704,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,1,0,0,22,United-States,0
13688,35,Private,42044,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,30,United-States,0
13689,28,Local-gov,56340,Masters,14,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
13690,33,State-gov,156015,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
13691,40,Private,163434,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
13692,27,Private,85251,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,45,United-States,0
13693,38,Self-emp-inc,187411,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
13694,47,Private,155124,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,0,0,1669,40,United-States,0
13695,25,Private,396633,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,0,0,0,56,United-States,1
13696,45,Private,182313,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,7688,0,50,United-States,1
13697,38,Private,52596,Some-college,10,Never-married,Adm-clerical,Own-child,Black,0,0,0,40,United-States,0
